CustomerID,Probability of Churning
1950-KSVVJ,0.382197636400537
0123-CRBRT,0.07637717857228167
6292-TOSSS,0.019252288013222523
3197-ARFOY,0.671032326995479
7014-ZZXAW,0.010118893115998564
7633-MVPUY,0.06200016675365267
4716-HHKQH,0.8323637857698908
3179-GBRWV,0.606603252573786
8645-KWHJO,0.7845128936408415
4130-MZLCC,0.5963458410810248
0314-TKOSI,0.4980088795402552
8229-MYEJZ,0.6064456283217681
2080-SRCDE,0.20304754885529286
9577-WJVCQ,0.06352530055194328
6202-DYYFX,0.5427711759618434
3808-HFKDE,0.5810120955615512
3727-OWVYD,0.11048259547875183
2294-SALNE,0.36124653540219603
4847-TAJYI,0.8880050648754451
1563-IWQEX,0.2903318336133823
8203-XJZRC,0.44751915227088046
6556-DBKZF,0.02113045837069533
6851-WEFYX,0.8487475464532759
2985-JUUBZ,0.3163662760500398
0895-LMRSF,0.44472051743200414
8266-VBFQL,0.7945145653439114
8181-YHCMF,0.050298824667551395
2240-HSJQD,0.24262823836389097
1248-DYXUB,0.005133860136899652
4115-BNPJY,0.15636869668175246
3167-SNQPL,0.46987819873440595
4091-TVOCN,0.2082474402051275
1098-TDVUQ,0.5815530125786325
7277-OZCGZ,0.6355736528630282
1557-EMYVT,0.19136612356517924
2799-ARNLO,0.8862257671432957
5027-YOCXN,0.35166647349433516
3973-SKMLN,0.0045997660742534046
6745-JEFZB,0.675303515781024
9880-TDQAC,0.09545851646470219
8705-WZCYL,0.7862306029949316
7102-JJVTX,0.38795942542921863
8626-PTQGE,0.054446935417423105
4983-CLMLV,0.6011272171613872
5701-YVSVF,0.8522476824943778
5697-GOMBF,0.4325557582015344
2739-CACDQ,0.7286301749434296
9385-EHGDO,0.014991870150248613
9498-FIMXL,0.2970618082637285
2379-GYFLQ,0.4276948476062076
2088-IEBAU,0.09433378032226741
7982-VCELR,0.6460875774413639
6035-BXTTY,0.2400542261184176
6885-PKOAM,0.04908539268329299
7520-HQWJU,0.052406168932096285
9639-BUJXT,0.010055843662068086
5924-SNGKP,0.05118922132910402
0021-IKXGC,0.8983480299659575
8966-SNIZF,0.005482649110466794
6243-OZGFH,0.7703313010677069
4654-DLAMQ,0.21620646845439992
0513-RBGPE,0.11176725734460337
5160-UXJED,0.26366681070272446
4115-NZRKS,0.8814407038940102
3351-NGXYI,0.6716719295178448
8984-EYLLL,0.36589109488334015
9833-TGFHX,0.5581503410539924
9294-TDIPC,0.12951265867627104
5229-DTFYB,0.26846577931126714
0104-PPXDV,0.056739664485905825
5176-LMJXE,0.020924628928130504
3583-KRKMD,0.6164857810497966
9069-LGEUL,0.5611975787849434
7302-ZHMHP,0.44634468492824847
9571-EDEBV,0.3563475456752418
3520-FJGCV,0.05431942050354221
6563-VRERX,0.08149637977650241
6122-EFVKN,0.12382454001579318
2805-EDJPQ,0.33228877651358824
6862-CQUMB,0.6380513245287182
7156-MXBJE,0.17452756945075906
6158-HDPXZ,0.7606380032379884
2863-IMQDR,0.07420630458429524
5686-CMAWK,0.4973256641748564
5651-CRHKQ,0.3231189729910473
8204-YJCLA,0.07405611459802486
6583-SZVGP,0.37220575497958247
1708-PBBOA,0.23885978618506853
8782-LKFPK,0.560409513155807
5522-JBWMO,0.36451485362062147
3597-MVHJT,0.7906639000806763
9774-NRNAU,0.6724598297732736
0224-RLWWD,0.7866775534137526
9967-ATRFS,0.21126302487912405
3951-NJCVI,0.8217288600864607
2977-CEBSX,0.06350118724003584
0177-PXBAT,0.745647117321208
2519-ERQOJ,0.6096949894481419
5876-QMYLD,0.13575103942509095
2277-AXSDC,0.06801892564687238
9442-JTWDL,0.17878222213740966
3067-SVMTC,0.03075206686184467
5495-GPSRW,0.10115436804077499
7606-BPHHN,0.004485505851031707
4742-DRORA,0.39513827623917985
0111-KLBQG,0.4187107458224566
4163-NCJAK,0.08890421258723936
5233-AOZUF,0.7895627072524933
5973-EJGDP,0.4770171281182999
1996-DBMUS,0.502818010070584
7916-VCCPB,0.3593754917297896
4686-GEFRM,0.16995018683094698
5249-QYHEX,0.015992380712220877
2233-FAGXV,0.3068704234511821
5605-IYGFG,0.7792487655537782
7663-ZTEGJ,0.34034755229757246
3935-TBRZZ,0.06202228402452504
8111-BKVDS,0.6213139216352
2055-SIFSS,0.20594642540162153
2806-MLNTI,0.5919961685167368
8734-DKSTZ,0.5918220563622756
4360-PNRQB,0.7586187961924759
6152-ONASV,0.04368766942984986
7781-HVGMK,0.058649471162984364
2181-UAESM,0.6274746634011175
6048-NJXHX,0.06566469246521707
2320-SLKMB,0.5076676961602368
4980-URKXC,0.07662568497032193
4376-KFVRS,0.21521466871043643
5886-VLQVU,0.6796164302572958
3577-AMVUX,0.5018607435269119
0771-WLCLA,0.5777501869475243
5628-RKIFK,0.4905777464440967
0206-TBWLC,0.4237564870608042
2937-FTHUR,0.24158323919031302
1910-FMXJM,0.6275646908542356
0732-OCQOC,0.03649130067772634
5168-MSWXT,0.6831525326624963
1090-ESELR,0.11428772785646456
8592-PLTMQ,0.014103240608271513
5760-WRAHC,0.37057499314612374
8847-GEOOQ,0.3276988948791032
4785-FCIFB,0.0124589277777828
8313-NDOIA,0.8471801342635304
5149-CUZUJ,0.4525504796290551
0942-KOWSM,0.18107515812566002
4237-CLSMM,0.5225830626991964
1452-VOQCH,0.8918125474686034
4719-UMSIY,0.12309811349445025
6614-VBEGU,0.6797376323847957
1480-BKXGA,0.25434451472489156
2996-XAUVF,0.02658858513805062
9076-AXYIK,0.2495629918143237
5968-XQIVE,0.4225793700288169
8896-RAZCR,0.016577286209751067
4933-IKULF,0.14479513275831685
1304-BCCFO,0.7600473946512377
4104-PVRPS,0.2981505932397728
3780-DDGSE,0.2638876955372129
4431-EDMIQ,0.3916384517418349
0486-LGCCH,0.041286920704614156
4612-SSVHJ,0.7779149634593984
5168-MQQCA,0.3920555258493618
7971-HLVXI,0.0395434717769823
9094-AZPHK,0.8825603093605686
3649-JPUGY,0.06926723247589915
4472-LVYGI,0.6018758856337589
3552-CTCYF,0.11507717951917573
6778-YSNIH,0.8213714175540946
5756-OZRIO,0.1350685136976668
6579-JPICP,0.44728874981163735
4134-BSXLX,0.27761060281829686
0505-SPOOW,0.0056636133125836235
4374-YMUSQ,0.3578542700070664
4513-CXYIX,0.10535319682447335
3957-HHLMR,0.07173176639799596
7803-XOCCZ,0.10325448115578906
5736-YEJAX,0.04086780969069585
8981-FJGLA,0.44147422856909896
1135-LMECX,0.4452702153174164
4332-MUOEZ,0.36839057453370117
8535-SFUTN,0.5878104656584503
8677-HDZEE,0.559733269761067
2475-MROZF,0.5001359269175223
3482-ABPKK,0.1131557332229968
6705-LXORM,0.8343106902361226
7531-GQHME,0.2825172928132432
5174-ITUMV,0.2195453613256757
4109-CYRBD,0.6514096502552101
0913-XWSCN,0.1763510244541509
0750-EBAIU,0.25535857863834316
8606-CIQUL,0.06215121885892139
3571-DPYUH,0.11103966586633769
7601-GNDYK,0.009867997221036297
0356-OBMAC,0.22748822136957203
8067-NIOYM,0.026582166600680617
1403-GYAFU,0.0011012076988424762
4234-XTNEA,0.8847678381911872
1297-VQDRP,0.1193244310559263
5348-CAGXB,0.867121913866046
0621-HJWXJ,0.44637732344906406
5844-QVTAT,0.23338083238857146
8905-IAZPF,0.3209217704737586
5394-MEITZ,0.1017994248057575
6859-QNXIQ,0.06696075022197738
2782-LFZVW,0.6909385747919936
2866-IKBTM,0.44573064024865383
7129-AZJDE,0.19952774627027076
2560-PPCHE,0.3313479600699494
4676-MQUEA,0.5294837115942299
8138-EALND,0.25864593090597926
3580-HYCSP,0.08459731261194318
1352-HNSAW,0.0652999032945548
2075-PUEPR,0.0034419728544292844
1982-FEBTD,0.038411564999228674
5791-KAJFD,0.17488032422664548
2654-VBVPB,0.47700121628008285
1154-HYWWO,0.11570870131102785
2501-XWWTZ,0.7240494465973185
3716-UVSPD,0.7205057991165046
6815-ABQFQ,0.5739722001639314
7343-EOBEU,0.6829990433546923
3701-SFMUH,0.31239485083457363
6103-LIANB,0.09590033567072999
7319-VENRZ,0.5339534758415713
5846-NEQVZ,0.02646860160069278
6967-QIQRV,0.28146721094166754
5781-RFZRP,0.03567194524122404
0308-IVGOK,0.4696446305174401
7293-LSCDV,0.0029779499962065163
7025-WCBNE,0.05909555838026187
5756-JYOJT,0.26010735284078734
6030-REHUX,0.8526695853475703
9548-LIGTA,0.07083191703688767
5150-LJNSR,0.20680187765511157
8270-RKSAP,0.8109021683371873
6522-YRBXD,0.7899681549727359
2640-LYMOV,0.5372271083469746
1423-BMPBQ,0.2926949654276127
2393-DIVAI,0.5189083763709988
4568-KNYWR,0.06705989366031144
8752-IMQOS,0.3238773553241417
0742-LAFQK,0.25039558698355824
0795-LAFGP,0.0884511551644499
0619-OLYUR,0.18651609358661686
5512-IDZEI,0.08299206524973396
0459-SPZHJ,0.08643877972578166
0215-BQKGS,0.47798091702184053
9244-ZVAPM,0.6128324087392738
8208-EUMTE,0.23136414899669247
5172-MIGPM,0.5913701462905026
1710-RCXUS,0.43543900393544854
0374-FIUCA,0.010064361580268431
5839-SUYVZ,0.5871698660928425
5173-ZXXXL,0.28791970528321875
1096-ADRUX,0.0714100294949674
2001-MCUUW,0.2884769731620133
2731-GJRDG,0.5099462859844132
4723-BEGSG,0.04228347837863498
6516-NKQBO,0.09824025417793189
8672-OAUPW,0.04171252460070329
8207-DMRVL,0.04617216020490343
2804-ETQDK,0.0010701185376520896
6689-VRRTK,0.4822621259233611
7138-GIRSH,0.05759289476077309
9396-ZSFLL,0.5057176405127413
6464-KEXXH,0.7488738781569404
7134-MJPDY,0.2868900707431499
5240-CAOYT,0.312429406532977
4059-IIEBK,0.8299696688278515
4881-JVQOD,0.5744414853557807
0516-UXRMT,0.28499633255501045
4851-BQDNX,0.2328450748473289
5148-HKFIR,0.0679986935832492
3003-CMDUU,0.800215735772242
5016-IBERQ,0.7644280805536646
6797-UCJHZ,0.33995039010221806
2469-DTSGX,0.1803481704600734
9931-KGHOA,0.23918354295353494
1775-KWJKQ,0.051101658268943195
7665-VIGUD,0.19695795649608674
9411-TPQQV,0.2667876624834843
7954-MLBUN,0.23908031544501548
2077-DDHJK,0.025490777259310204
9574-BOSMD,0.002265982111740688
4908-XAXAY,0.3190919795660477
8404-VLQFB,0.27212949352327886
2391-IPLOP,0.2786778429285663
3509-GWQGF,0.5046845036893804
5845-BZZIB,0.009722082236871871
1140-UKVZG,0.30144069212401897
5183-SNMJQ,0.7324153237773473
8100-PNJMH,0.08432700669030795
7838-LAZFO,0.21180784122554244
2085-JVGAD,0.1274821412290596
8095-WANWK,0.4947632592952188
3030-ZKIWL,0.4478263905925256
9565-FLVCG,0.07292277707504627
8755-OGKNA,0.0029832217752855093
2800-VEQXM,0.7693865911865909
5533-RJFTJ,0.24302127369828838
0214-JHPFW,0.05257390870172307
5642-MHDQT,0.04243134085002616
3088-FVYWK,0.004658701284238714
9092-GDZKO,0.3078515898531904
3729-OWRVL,0.248767407399887
2324-AALNO,0.039506072982936964
5760-IFJOZ,0.8148578676767461
2826-UWHIS,0.5352034517249394
7501-IWUNG,0.08554838990966364
4957-TREIR,0.5998096752630893
7251-LJBQN,0.454995455014448
8040-MNRTF,0.7214392104158313
1536-HBSWP,0.7174116871965027
5313-FPXWG,0.050032309682229104
0946-FKYTX,0.08711558708189701
5076-YVXCM,0.40628362359250775
8262-COGGB,0.5511285887776647
6663-JOCQO,0.3454931382953206
9620-QJREV,0.024577504853965357
2682-KEVRP,0.1592986030334421
2480-JZOSN,0.634921296021672
0078-XZMHT,0.10230454158814505
9978-HYCIN,0.17630582536236136
8338-QIUNR,0.028163529217351792
1525-LNLOJ,0.09139851712284056
9450-TRJUU,0.6632286180153084
1766-GKNMI,0.7708698850886189
6942-LBFDP,0.5323901801547322
1456-TWCGB,0.5834630785907262
7596-ZYWBB,0.01895330122513161
8329-UTMVM,0.6364207580851466
3014-WJKSM,0.6201633700536675
3347-YJZZE,0.22919347460087502
7929-DMBCV,0.640115644550426
9661-JALZV,0.015659335206259763
5433-KYGHE,0.2993438070604927
4312-KFRXN,0.006637286540540324
5575-TPIZQ,0.5346271871408761
0114-IGABW,0.05102643913231757
9944-AEXBM,0.6826496644033241
1853-ARAAQ,0.6279798848656926
6952-OMNWB,0.3613358221094622
4697-LUPSU,0.36563724127225966
8434-VGEQQ,0.008370996871438193
6549-YMFAW,0.5366447562038984
4950-HKQTE,0.0839032801522014
6786-OBWQR,0.6897488509436344
2753-JMMCV,0.044696392214123595
6621-YOBKI,0.38770960834950463
1216-JWVUX,0.4446115539987064
7564-GHCVB,0.07845819495623745
1173-NOEYG,0.7014274791954995
7595-EHCDL,0.22481384709659613
6647-ZEDXT,0.42624437260060577
2521-NPUZR,0.06536639719934026
1307-TVUFB,0.5786804737073135
7503-MIOGA,0.09875823462975268
4381-MHQDC,0.054492019441580566
6923-JHPMP,0.8050466977035267
4018-PPNDW,0.019762944509491193
1635-FJFCC,0.6448279385944804
2499-AJYUA,0.224749617881392
6919-ELBGL,0.24126578336800802
3966-HRMZA,0.697451293569574
6425-JWTDV,0.018280040264276026
8405-IGQFX,0.16555128136805372
8224-IVVPA,0.36869685164595234
9477-LGWQI,0.06493958970259593
1410-RSCMR,0.2495679731388716
3115-CZMZD,0.19806601961002382
0139-IVFJG,0.8523339885920367
5730-DBDSI,0.0049784006169233145
0030-FNXPP,0.41527822034522216
5684-FJVYR,0.10975835897423106
4013-GUXND,0.4466744541757652
1266-NZYUI,0.021891653065402538
7969-FFOWG,0.0068034222555226126
4718-DHSMV,0.7793989588011048
5175-WLYXL,0.6995329415540309
7817-OMJNA,0.18045036067384207
8728-SKJLR,0.4622484044497433
3137-NYQQI,0.3541042441133319
7706-DZNKK,0.38703480894546727
8823-RLPWL,0.24879912807049334
9505-SQFSW,0.5162670116992258
3758-CKOQL,0.279128536919576
5676-CFLYY,0.05132074343011851
7521-AFHAB,0.30160695003318166
0285-INHLN,0.15243802820736885
5125-CNDSP,0.057738133426680535
4992-LTJNE,0.02642529156664874
2202-OUTMO,0.3862649670610401
0810-BDHAW,0.5358717891036434
0229-LFJAF,0.016854555084196615
7131-ZQZNK,0.05576027372297631
3442-ZHHCC,0.07817088299029355
5726-CVNYA,0.24604655753274893
9871-ELEYA,0.06443659714758318
4257-GAESD,0.7696583309851301
5173-WXOQV,0.7253229914997811
2040-OBMLJ,0.28330828001747727
6286-ZHAOK,0.17113657269325488
3807-XHCJH,0.29219586894351807
5671-RQRLP,0.12617564436556905
8859-AXJZP,0.06709799011109582
3174-AKMAS,0.10610910420189043
9926-PJHDQ,0.1032549229057442
7382-DFJTU,0.3007911580307008
2798-NYLMZ,0.17485612891254432
8098-TDCBU,0.05852663553359112
3551-GAEGL,0.24291429700724537
4785-NKHCX,0.4344186383437629
3196-NVXLZ,0.7411032491642661
0036-IHMOT,0.13019034460408935
4178-EGMON,0.08814914442726192
4220-TINQT,0.6782797032877783
5318-YKDPV,0.12462396556087167
7975-TZMLR,0.6021765121187485
0295-QVKPB,0.6111075302098262
4335-BSMJS,0.012080966954115861
9146-JRIOX,0.14627035522594564
5337-IIWKZ,0.26716576623016575
9650-VBUOG,0.011236134583061755
3487-EARAT,0.0377106504848215
2672-TGEFF,0.513323929635528
4250-WAROZ,0.2846909462932435
8184-WMOFI,0.0481711197355645
6092-QZVPP,0.29949889342052743
4625-LAMOB,0.015905296694271348
0392-BZIUW,0.21581213957987883
6549-NNDYT,0.683999268643991
0422-OHQHQ,0.20529104804210424
6916-HIJSE,0.05129648016234401
2316-ESMLS,0.4083547560274169
9778-OGKQZ,0.08039041682636908
7408-OFWXJ,0.04963183800321465
6007-TCTST,0.07126249032526566
2252-NKNSI,0.10697373095349537
8713-IGZSO,0.5098198232565805
7905-TVXTA,0.6901232209232168
7695-PKLCZ,0.0037600875097340072
8374-UULRV,0.03606051277988807
3224-DFQNQ,0.19198353873889573
5275-PMFUT,0.05811045000497253
4795-UXVCJ,0.07930920593121751
9777-IQHWP,0.03524844644822469
0979-MOZQI,0.07073335589420351
2732-ISEZX,0.48798714501939283
0323-XWWTN,0.09160608328254186
1937-OTUKY,0.1463903935759295
1573-LGXBA,0.13352295389893806
1764-VUUMT,0.0009751876295794905
4713-ZBURT,0.08844610152233826
3050-GBUSH,0.8398321858465037
7876-AEHIG,0.12261607733905709
7945-HLKEA,0.06333923793774747
9342-VNIMQ,0.4365384425545266
3523-BRGUW,0.08560618758397974
3199-NPKCN,0.4372163841772007
5170-PTRKA,0.11970366074126743
4661-NJEUX,0.551743295190904
2123-AGEEN,0.8600471136041925
1258-YMZNM,0.629771503303808
0048-LUMLS,0.149847149474318
5898-IGSLP,0.24906368513777488
6259-WJQLC,0.6021125803615371
7997-EASSD,0.1913803457313249
0730-KOAVE,0.6233102516501675
8975-SKGRX,0.2487353727578243
0678-RLHVP,0.31991490698910086
2267-FPIMA,0.5820914994355275
1051-GEJLJ,0.4297761660956892
5285-MVEHD,0.39015323737085755
0379-DJQHR,0.04914045458577325
5543-QDCRY,0.804901286822439
0297-RBCSG,0.3401915564916747
4694-PHWFW,0.11034341598464334
0835-JKADZ,0.254737860403907
7508-SMHXL,0.7376709073083932
3865-YIOTT,0.13776173630721497
5993-BQHEA,0.17217606264394741
6024-RUGGH,0.0028005204083149274
3956-CJUST,0.6023744297356395
4079-WWQQQ,0.05085487177930612
6103-BOCOU,0.7462092209392036
5149-TGWDZ,0.5248498629450717
7471-WNSUF,0.028714786193030042
8942-DBMHZ,0.29439581679176113
4301-VVZKA,0.8653250684200587
9199-PWQVC,0.18345745410080605
4824-GUCBY,0.6057161745952399
5393-HJZSM,0.08897337888298879
0862-PRCBS,0.06445924373201903
8812-ZRHFP,0.19652783200199425
5146-CBVOE,0.6227128857187992
0454-OKRCT,0.15142974018137967
5787-KXGIY,0.004005058145609265
4198-VFOEA,0.4361667370957121
6630-UJZMY,0.9355265126514053
5709-LVOEQ,0.4141718987620346
2692-AQCPF,0.3823188147901729
0347-UBKUZ,0.2568691802581896
0835-DUUIQ,0.10760476779954571
0811-GSDTP,0.3655586553769162
7567-ECMCM,0.6405334763005205
6115-ZTBFQ,0.049625549434671144
6353-BRMMA,0.33764585192552765
6231-WFGFH,0.25668942911447634
9904-EHEVJ,0.435978611443979
6169-PPETC,0.011435482217738852
8584-KMVXD,0.7472955312448931
8467-WYNSR,0.24715930550239806
0851-DFJKB,0.39431882964203574
5382-SOYZL,0.8601723155898818
3261-CQXOL,0.001961549903805999
8388-FYNPZ,0.6011048594736403
4002-BQWPQ,0.3554588703828895
5651-YLPRD,0.46252000110140745
2826-DXLQO,0.7579311596370192
4378-BZYFP,0.19848933447628422
9489-UTFKA,0.6781940073014119
4849-PYRLQ,0.041401981018480305
7764-BDPEE,0.14407172960954362
3429-IFLEM,0.017599731677251162
5002-GCQFH,0.6645098458455773
0556-FJEGU,0.03763551926762034
0604-THJFP,0.08663384914415558
5879-SESNB,0.7859109016168362
6461-PPAXN,0.1829338772817821
3318-ISQFQ,0.3056102247132535
1106-HRLKZ,0.007363118856797032
2483-XSSMZ,0.18633694077698648
8165-ZJRNM,0.0017633294892654078
2604-XVDAM,0.5055183013255159
3717-OFRTN,0.480124806619387
9046-JBFWA,0.03809798452886651
3280-NMUVX,0.07227568142465986
1206-EHBDD,0.09690186345237282
8361-LBRDI,0.010039820509331868
4883-KCPZJ,0.027871736491861962
9108-EQPNQ,0.05404322196825153
7277-KAMWT,0.09560599154801558
2545-LXYVJ,0.005150289352142017
3234-VKACU,0.7003217079179818
8120-JDCAM,0.5450263652152613
8917-FAEMR,0.025657827546617922
7047-YXDMZ,0.1940295514722423
2858-EIMXH,0.5118239536821177
6419-ZTTLE,0.2855033423355964
0929-HYQEW,0.634647731540817
6614-YOLAC,0.039578529546951506
7426-RHZGU,0.7769719168706277
4065-JJAVA,0.7089132897732081
7649-SIJJF,0.04761847827545089
9361-YNQWJ,0.023767625631745098
3748-FVMZZ,0.83007522478118
9391-TTOYH,0.24380723712875382
1452-XRSJV,0.058584314829019976
3422-WJOYD,0.15043840022576846
8242-SOQUO,0.8787213174814672
7460-ITWWP,0.6520820405407162
7147-AYBAA,0.4636247539120374
7868-TMWMZ,0.230142950662875
6732-FZUGP,0.2762292500469153
8329-GWVPJ,0.1648065755804319
1352-VHKAJ,0.22611214753250827
2632-TACXW,0.01327711317224923
8146-QQKZH,0.0378456006591652
1767-CJKBA,0.006939694820582993
6445-TNRXS,0.07524323516224671
4581-LNWUM,0.7776398688664465
4869-EPIUS,0.3887246665757005
1915-OAKWD,0.23053504447670253
